Instance,Edges,k,Seed,Objective,Total Time (s),Best Num Evals,Best Actual Time (s)
pratt1,37,2,9420,117.391,111.547,338634,45.6132
pratt1,37,2,3116,129.277,124.106,314197,47.4052
pratt1,37,2,6377,128.25,115.48,156891,24.8134
pratt1,37,2,6207,120.565,118.313,361400,52.4806
pratt1,37,2,4187,123.127,119.999,317767,46.2872
pratt1,37,2,3641,124.259,121.157,278675,42.8815
pratt1,37,2,8591,119.98,115.409,389104,52.949
pratt1,37,2,3580,135.715,129.549,264572,42.9964
pratt1,37,2,8524,127.259,120.921,411341,56.2299
pratt1,37,2,2650,120.565,116.241,344700,50.1658
pratt1,37,2,2811,122.409,119.781,341072,49.8004
pratt1,37,2,9963,135.848,129.449,349896,52.3607
pratt1,37,2,7537,129.277,122.224,279058,40.6124
pratt1,37,2,3472,113.706,117.67,821432,99.8711
pratt1,37,2,3714,117.985,116.136,199536,31.3887
pratt1,37,2,8158,123.665,118.105,209904,33.7259
pratt1,37,2,7284,128.688,123.134,261568,40.194
pratt1,37,2,6948,121.811,115.085,226405,35.0196
pratt1,37,2,6119,125.277,116.472,245159,35.6589
pratt1,37,2,5253,119.433,117.074,262764,38.0485
pratt1,37,2,5134,120.25,118.735,286224,45.4485
pratt1,37,2,7350,138.163,124.9,471992,64.8261
pratt1,37,2,2652,120.25,112.041,340199,47.3836
pratt1,37,2,9968,116.145,118.86,714795,90.0346
pratt1,37,2,3914,118.839,117.232,267559,41.0397
pratt1,37,2,6899,121.706,118.68,393838,54.388
pratt1,37,2,4715,121.277,119.858,351188,51.6058
pratt1,37,4,3520,77.1266,138.545,194968,35.9358
pratt1,37,4,8115,71.2825,131.382,521109,74.7343
pratt1,37,4,8647,67.4239,133.61,333280,58.5746
pratt1,37,4,9420,84.4147,143.076,199807,35.8373
pratt1,37,4,3116,78.9945,141.907,239426,41.5459
pratt1,37,4,6377,76.4239,138.039,257699,44.7117
pratt1,37,4,6207,77.5376,139.375,316496,55.9981
pratt1,37,4,4187,75.0037,141.234,475197,76.3358
pratt1,37,4,3641,80.5468,146.299,301005,53.3826
pratt1,37,4,8591,87.1685,153.504,243917,45.4982
pratt1,37,4,3580,80.5469,145.43,247950,45.735
pratt1,37,4,8524,85.4421,142.493,315363,53.7146
pratt1,37,4,2650,84.1358,148.262,246642,43.2986
pratt1,37,4,2811,73.8623,136.571,305763,51.9977
pratt1,37,4,9963,74.6882,139.5,295469,51.0249
pratt1,37,4,7537,70.2733,128.629,277984,44.9125
pratt1,37,4,3472,78.679,148.19,662426,103.69
pratt1,37,4,3714,74.2917,139.244,794926,113.65
pratt1,37,4,8158,76.7209,144.435,359455,61.544
pratt1,37,4,7284,73.8623,133.383,292483,47.3873
pratt1,37,4,6948,84.7209,146.394,277275,50.1364
pratt1,37,4,6119,79.4147,143.047,161689,29.39
pratt1,37,4,5253,85.5376,152.639,245116,45.1703
pratt1,37,4,5134,73.1503,137.051,261204,44.8718
pratt1,37,4,7350,72.5468,137.669,296070,49.2693
pratt1,37,4,2652,80.4239,144.021,732695,109.251
pratt1,37,4,9968,75.0037,139.758,986551,138.029
pratt1,37,4,3914,68.9763,132.441,319905,52.7364
pratt1,37,4,6899,74.6882,138.57,321068,53.131
pratt1,37,4,4715,78.6882,144.375,624424,95.1202
pratt1,37,8,3520,52.5468,178.501,362820,75.3778
pratt1,37,8,8115,49.8768,167.237,731195,127.412
pratt1,37,8,8647,56.5468,180.399,290409,58.9174
pratt1,37,8,9420,52.1503,166.193,638238,111.686
pratt1,37,8,3116,49.3965,171.5,451124,90.9596
pratt1,37,8,6377,56.5468,182.396,458730,93.4513
pratt1,37,8,6207,44.2643,156.877,386841,73.3
pratt1,37,8,4187,54.2825,174.975,489557,90.8341
pratt1,37,8,3641,52.1503,180.185,601849,116.119
pratt1,37,8,8591,51.4147,167.886,879034,149.247
pratt1,37,8,3580,54.2825,174.536,477323,90.1547
pratt1,37,8,8524,53.6882,179.26,899980,163.163
pratt1,37,8,2650,54.2825,180.164,456470,92.4282
pratt1,37,8,2811,56.5468,172.684,325266,65.9305
pratt1,37,8,9963,57.1411,172.521,368997,71.3898
pratt1,37,8,7537,49.2825,159.113,596121,102.288
pratt1,37,8,3472,47.7209,166.106,379159,76.5543
pratt1,37,8,3714,49.1503,167.308,489915,92.6847
pratt1,37,8,8158,51.4147,163.897,491642,89.3603
pratt1,37,8,7284,49.6882,168.454,231246,48.0641
pratt1,37,8,6948,54.2733,171.297,319952,64.4823
pratt1,37,8,6119,54.2733,170.124,267223,53.9119
pratt1,37,8,5253,52.1596,173.184,520440,98.3253
pratt1,37,8,5134,52.1503,169.805,360262,73.8877
pratt1,37,8,7350,57.1503,177.266,323073,65.6305
pratt1,37,8,2652,54.2825,172.572,451200,88.2896
pratt1,37,8,9968,50.5887,166.817,407151,79.8287
pratt1,37,8,3914,52.2643,162.48,428019,78.8678
pratt1,37,8,6899,48.1595,165.999,381003,72.0979
pratt1,37,8,4715,58.5979,180.174,198327,41.63
pratt2,63,2,3520,217.107,257.288,842533,225.462
pratt2,63,2,8115,217.13,251.995,626913,170.312
pratt2,63,2,8647,207.743,238.51,381342,112.27
pratt2,63,2,9420,233.034,256.532,359280,111.688
pratt2,63,2,3116,210.121,259.11,654365,189.4
pratt2,63,2,6377,215.719,255.002,438236,136.359
pratt2,63,2,6207,205.715,243.241,959928,234.79
pratt2,63,2,4187,230.404,263.471,709942,198.91
pratt2,63,2,3641,204.857,252.716,618369,176.001
pratt2,63,2,8591,211.743,246.167,610793,168.309
pratt2,63,2,3580,197.706,246.658,538663,153.698
pratt2,63,2,8524,217.455,261.434,767260,212.641
pratt2,63,2,2650,217.701,246.056,489664,137.833
pratt2,63,2,2811,225.875,243.713,819561,205.113
pratt2,63,2,9963,206.253,240.883,600140,160.93
pratt2,63,2,7537,226.824,248.887,346140,107.487
pratt2,63,2,3472,217.587,257.724,596433,173.256
pratt2,63,2,3714,220.455,251.579,457587,134.646
pratt2,63,2,8158,221.007,249.479,425103,128.729
pratt2,63,2,7284,216.139,244.796,373598,112.7
pratt2,63,2,6948,204.875,249.453,469639,140.589
pratt2,63,2,6119,221.271,248.293,433867,131.188
pratt2,63,2,5253,209.097,242.943,415227,123.929
pratt2,63,2,5134,225.167,255.062,450637,135.893
pratt2,63,2,7350,216.431,252.455,433614,134.31
pratt2,63,2,2652,217.752,244.606,369380,113.446
pratt2,63,2,9968,213.034,253.237,475319,143.553
pratt2,63,2,3914,214.404,254.726,850976,224.212
pratt2,63,2,6899,223.116,246.362,440251,127.475
pratt2,63,2,4715,214.185,238.252,349880,102.416
pratt2,63,4,3520,145.884,305.202,430812,151.946
pratt2,63,4,8115,134.049,289.792,494353,164.257
pratt2,63,4,8647,132.994,288.794,495226,162.551
pratt2,63,4,9420,141.391,299.757,349839,129.038
pratt2,63,4,3116,145.565,303.703,384959,142.471
pratt2,63,4,6377,131.304,299.413,584928,199.033
pratt2,63,4,6207,137.532,297.167,481796,167.779
pratt2,63,4,4187,154.998,316.271,446100,164.01
pratt2,63,4,3641,131.839,291.428,496070,169.529
pratt2,63,4,8591,127.556,281.315,413115,138.844
pratt2,63,4,3580,131.022,291.047,441121,154.076
pratt2,63,4,8524,153.778,304.205,349641,126.8
pratt2,63,4,2650,148.259,323.934,488127,180.926
pratt2,63,4,2811,128.451,295.541,683225,217.91
pratt2,63,4,9963,132.442,286.937,387931,134.65
pratt2,63,4,7537,138.583,301.227,428909,159.404
pratt2,63,4,3472,127.259,289.385,600828,194.873
pratt2,63,4,3714,144.706,296.107,322028,115.027
pratt2,63,4,8158,132.574,289.747,426623,147.863
pratt2,63,4,7284,128.259,288.735,455560,157.796
pratt2,63,4,6948,126.56,281.569,893627,256.419
pratt2,63,4,6119,139.848,304.546,890242,275.546
pratt2,63,4,5253,148.98,317.514,437297,158.552
pratt2,63,4,5134,139.117,299.775,379217,136.82
pratt2,63,4,7350,132.971,294.679,527278,178.333
pratt2,63,4,2652,136.259,302.151,420259,153.025
pratt2,63,4,9968,142.022,294.143,317926,111.369
pratt2,63,4,3914,141.998,299.744,358051,130.051
pratt2,63,4,6899,137.565,300.737,429462,153.724
pratt2,63,4,4715,136.136,296.145,456654,159.875
pratt2,63,8,3520,93.1266,369.23,599999,239.063
pratt2,63,8,8115,86.5742,360.588,990178,357.195
pratt2,63,8,8647,82.5468,326.424,404850,154.895
pratt2,63,8,9420,96.1593,362.719,343821,145.222
pratt2,63,8,3116,94.268,368.084,504097,203.131
pratt2,63,8,6377,90.5742,353.613,465605,183.953
pratt2,63,8,6207,90.5742,352.267,545969,212.275
pratt2,63,8,4187,92.7064,369.079,479019,199.13
pratt2,63,8,3641,84.009,354.276,527748,212.642
pratt2,63,8,8591,97.3007,361.245,343947,147.598
pratt2,63,8,3580,88.4239,367.912,573874,232.092
pratt2,63,8,8524,85.5468,333.282,440416,170.231
pratt2,63,8,2650,87.6882,353.939,524261,207.028
pratt2,63,8,2811,89.4329,354.215,465320,189.511
pratt2,63,8,9963,94.5742,370.54,538269,218.566
pratt2,63,8,7537,81.4421,346.534,535240,208.458
pratt2,63,8,3472,87.2825,360.36,979483,353.695
pratt2,63,8,3714,89.5561,358.364,490852,197.977
pratt2,63,8,8158,83.4239,355.903,548106,214.588
pratt2,63,8,7284,95.1685,362.567,378706,156.285
pratt2,63,8,6948,85.5468,359.962,528609,211.866
pratt2,63,8,6119,83.4239,349.519,759058,275.628
pratt2,63,8,5253,88.4055,336.752,407138,159.186
pratt2,63,8,5134,94.8531,355.34,714893,262.582
pratt2,63,8,7350,89.1174,358.551,651861,246.244
pratt2,63,8,2652,85.1503,344.43,396658,158.583
pratt2,63,8,9968,101.405,371.612,429148,177.634
pratt2,63,8,3914,93.268,363.541,369997,157.685
pratt2,63,8,6899,88.7209,351.849,502818,199.948
pratt2,63,8,4715,90.154,358.499,478749,198.749
pratt3,89,2,3520,303.549,420.627,930005,397.839
pratt3,89,2,8115,328.713,428.422,765125,348.304
pratt3,89,2,8647,306.038,412.191,821266,355.716
pratt3,89,2,9420,300.161,430.684,930068,408.564
pratt3,89,2,3116,315.53,431.319,900726,398.088
pratt3,89,2,6377,289.302,409.891,685796,315.148
pratt3,89,2,6207,308.125,418.109,826249,363.353
pratt3,89,2,4187,303.609,412.509,724422,324.093
pratt3,89,2,3641,342.224,443.454,797319,372.826
pratt3,89,2,8591,313.134,408.953,753391,330.783
pratt3,89,2,3580,306.503,448.319,902927,416.563
pratt3,89,2,8524,302.317,407.685,853934,360.861
pratt3,89,2,2650,294.407,417.617,865008,376.883
pratt3,89,2,2811,284.275,396.854,710445,309.833
pratt3,89,2,9963,307.567,425.246,937125,405.054
pratt3,89,2,7537,340.398,440.267,518739,270.153
pratt3,89,2,3472,320.101,407.409,574616,268.043
pratt3,89,2,3714,298.653,462.743,987255,458.43
pratt3,89,2,8158,288.161,403.772,585791,277.477
pratt3,89,2,7284,299.521,439.114,983297,433.641
pratt3,89,2,6948,302.179,423.557,806210,361.416
pratt3,89,2,6119,315.01,440.283,969719,429.989
pratt3,89,2,5253,300.344,454.668,950294,438.681
pratt3,89,2,5134,311.723,424.037,841520,371.472
pratt3,89,2,7350,298.128,424.611,826328,370.152
pratt3,89,2,2652,306.284,455.031,899428,423.071
pratt3,89,2,9968,313.732,421.569,791300,351.606
pratt3,89,2,3914,312.776,404.535,499630,245.443
pratt3,89,2,6899,306.28,433.879,829875,379.088
pratt3,89,2,4715,348.207,437.202,510362,261.415
pratt3,89,4,3520,194.541,496.787,696663,377.897
pratt3,89,4,8115,198.139,497.001,554081,312.26
pratt3,89,4,8647,191.857,488.73,667048,359.267
pratt3,89,4,9420,212.965,507.257,541356,313.534
pratt3,89,4,3116,202.427,516.634,622445,360.876
pratt3,89,4,6377,209.272,497.125,567224,310.971
pratt3,89,4,6207,203.87,499.003,997383,497.548
pratt3,89,4,4187,206.683,505.947,637470,355.194
pratt3,89,4,3641,186.86,490.655,700041,377.045
pratt3,89,4,8591,193.638,480.538,581859,315.354
pratt3,89,4,3580,207.404,499.681,527095,304.178
pratt3,89,4,8524,207.554,495.564,531071,299.941
pratt3,89,4,2650,188.828,494.718,624180,352.648
pratt3,89,4,2811,186.683,503.925,658885,367.379
pratt3,89,4,9963,192.743,503.961,709168,387.223
pratt3,89,4,7537,193.295,482.334,706977,369.673
pratt3,89,4,3472,207.965,509.84,575568,336.541
pratt3,89,4,3714,218.719,497.307,455937,261.981
pratt3,89,4,8158,201.167,492.076,570909,316.568
pratt3,89,4,7284,207.569,494.691,527825,295.394
pratt3,89,4,6948,205.097,501.65,557256,319.554
pratt3,89,4,6119,200.884,493.893,746681,390.303
pratt3,89,4,5253,191.857,466.98,505346,274.785
pratt3,89,4,5134,199.139,500.432,776205,410.712
pratt3,89,4,7350,193.527,492.545,575331,321.655
pratt3,89,4,2652,186.797,478.827,593980,321.025
pratt3,89,4,9968,198.139,517.579,802576,437.8
pratt3,89,4,3914,191.752,477.034,554279,302.094
pratt3,89,4,6899,190.541,479.281,686379,357.914
pratt3,89,4,4715,210.833,503.845,533563,310.335
pratt3,89,8,3520,120.169,560.64,703222,420.245
pratt3,89,8,8115,132.985,612.33,791626,507.095
pratt3,89,8,8647,130.409,598.783,963573,580.073
pratt3,89,8,9420,149.346,617.616,996547,615.182
pratt3,89,8,3116,144.866,626.625,445870,313.653
pratt3,89,8,6377,134.688,615.6,736156,477.452
pratt3,89,8,6207,128.295,587.005,590109,377.617
pratt3,89,8,4187,131.739,604.98,720354,460.953
pratt3,89,8,3641,137.337,596.555,530956,348.756
pratt3,89,8,8591,124.451,572.922,986675,566.29
pratt3,89,8,3580,126.679,578.105,720232,439.139
pratt3,89,8,8524,145.547,614.923,549730,371.745
pratt3,89,8,2650,131.829,608.573,755989,484.273
pratt3,89,8,2811,133.286,591.472,551431,361.724
pratt3,89,8,9963,136.748,591.636,447749,305.644
pratt3,89,8,7537,143.003,632.861,614640,422.516
pratt3,89,8,3472,121.839,575.042,730501,449.092
pratt3,89,8,3714,122.268,564.214,694995,417.427
pratt3,89,8,8158,123.565,592.164,738181,466.348
pratt3,89,8,7284,132.172,622.335,886693,562.379
pratt3,89,8,6948,125.592,561.637,757467,443.906
pratt3,89,8,6119,136.985,606.369,634836,417.97
pratt3,89,8,5253,133.112,594.453,856966,520.452
pratt3,89,8,5134,139.013,586.71,534393,347.005
pratt3,89,8,7350,133.611,579.428,934421,545.433
pratt3,89,8,2652,138.953,622.44,544124,379.72
pratt3,89,8,9968,135.259,625.691,718833,470.095
pratt3,89,8,3914,127.424,581.448,604564,380.742
pratt3,89,8,6899,135.551,614.632,782208,501.289
pratt3,89,8,4715,128.683,582.969,687247,426.103
pratt4,115,2,3520,407.668,634.808,989147,629.378
pratt4,115,2,8115,392.014,647.178,948041,624.566
pratt4,115,2,8647,405.005,649.884,992460,646.137
pratt4,115,2,9420,410.717,680.335,994879,677.476
pratt4,115,2,3116,427.06,620.327,643469,455.295
pratt4,115,2,6377,403.183,660.233,993451,656.794
pratt4,115,2,6207,384.065,619.448,980982,610.894
pratt4,115,2,4187,393.684,604.657,877364,551.964
pratt4,115,2,3641,400.759,643.409,962270,626.293
pratt4,115,2,8591,410.981,620.815,956254,600.477
pratt4,115,2,3580,415.663,662.225,990666,657.455
pratt4,115,2,8524,379.534,639.964,991093,635.843
pratt4,115,2,2650,422.288,645.794,992339,641.782
pratt4,115,2,2811,410.05,672.481,998911,671.551
pratt4,115,2,9963,392.128,663.542,969257,649.523
pratt4,115,2,7537,399.014,643.98,995510,641.621
pratt4,115,2,3472,412.05,638.628,1000513,638.449
pratt4,115,2,3714,404.201,654.406,994627,651.621
pratt4,115,2,8158,399.909,678.563,993760,675.411
pratt4,115,2,7284,420.735,684.548,978722,674.219
pratt4,115,2,6948,419.978,682.237,817327,597.163
pratt4,115,2,6119,399.023,614.623,732838,495.167
pratt4,115,2,5253,417.849,659.482,986619,652.614
pratt4,115,2,5134,418.438,642.581,823092,562.171
pratt4,115,2,7350,397.014,601.8,813262,519.981
pratt4,115,2,2652,415.357,671.006,995271,668.426
pratt4,115,2,9968,395.014,626.208,969653,612.508
pratt4,115,2,3914,388.589,648.315,954232,627.586
pratt4,115,2,6899,403.636,644.385,967890,629.83
pratt4,115,2,4715,409.576,653.225,869375,593.916
pratt4,115,4,3520,266.308,786.144,988112,778.754
pratt4,115,4,8115,270.203,777.649,930714,737.715
pratt4,115,4,8647,263.77,726.729,800101,613.995
pratt4,115,4,9420,258.458,733.351,773249,607.78
pratt4,115,4,3116,251.394,722.678,853607,645.493
pratt4,115,4,6377,262.741,731.544,910536,681.41
pratt4,115,4,6207,272.176,777.937,805316,663.766
pratt4,115,4,4187,279.6,767.513,755265,618.476
pratt4,115,4,3641,254.422,736.492,775856,613.063
pratt4,115,4,8591,239.44,714.805,819785,618.441
pratt4,115,4,3580,258.394,724.387,780506,602.409
pratt4,115,4,8524,257.344,733.547,1000736,733.424
pratt4,115,4,2650,245.35,775.319,1000760,775.21
pratt4,115,4,2811,258.737,742.5,858876,663.204
pratt4,115,4,9963,251.846,759.063,936877,724.346
pratt4,115,4,7537,260.437,725.509,696082,558.982
pratt4,115,4,3472,266.157,689.115,527298,422.188
pratt4,115,4,3714,272.275,695.023,648350,491.434
pratt4,115,4,8158,262.29,729.643,755808,593.18
pratt4,115,4,7284,235.993,735.88,995131,732.948
pratt4,115,4,6948,274.939,763.691,777984,632.194
pratt4,115,4,6119,259.956,744.311,977974,731.378
pratt4,115,4,5253,265.851,743.002,792066,627.587
pratt4,115,4,5134,271.888,764.954,997783,763.108
pratt4,115,4,7350,271.194,760.503,863382,680.772
pratt4,115,4,2652,258.308,740.963,737061,592.483
pratt4,115,4,9968,253.869,763.761,1000394,763.48
pratt4,115,4,3914,254.695,752.93,877289,685.079
pratt4,115,4,6899,261.969,727.572,804770,620.47
pratt4,115,4,4715,251.203,770.405,869121,700.134
pratt4,115,8,3520,160.196,849.646,810128,723.101
pratt4,115,8,8115,180.13,910.637,947732,871.822
pratt4,115,8,8647,175.583,923.891,988232,914.564
pratt4,115,8,9420,192.049,916.902,576726,590.551
pratt4,115,8,3116,195.464,903.055,541581,537.602
pratt4,115,8,6377,166.743,891.602,989069,883.39
pratt4,115,8,6207,175.013,885.177,900054,812.496
pratt4,115,8,4187,177.148,892.833,881534,806.001
pratt4,115,8,3641,164.839,840.125,929221,792.267
pratt4,115,8,8591,172.574,880.572,943086,839.078
pratt4,115,8,3580,176.839,843.848,685526,620.411
pratt4,115,8,8524,190.266,936.097,741125,738.408
pratt4,115,8,2650,171.025,875.803,994475,871.247
pratt4,115,8,2811,180.947,885.394,656056,628.677
pratt4,115,8,9963,162.428,871.616,909432,809.017
pratt4,115,8,7537,165.574,838.206,935417,795.033
pratt4,115,8,3472,181.866,910.984,800073,763.762
pratt4,115,8,3714,168.77,889.344,876594,802.293
pratt4,115,8,8158,186.49,890.631,703075,670.138
pratt4,115,8,7284,177.706,892.296,844201,779.346
pratt4,115,8,6948,180.431,879.789,714376,666.104
pratt4,115,8,6119,172.154,882.37,958111,852.387
pratt4,115,8,5253,172.022,887.004,953357,853.191
pratt4,115,8,5134,166.591,888.943,989584,881.257
pratt4,115,8,7350,166.569,877.384,969434,855.956
pratt4,115,8,2652,173.848,944.695,993597,939.364
pratt4,115,8,9968,172.583,914.351,988581,905.629
pratt4,115,8,3914,171.811,896.038,990167,888.565
pratt4,115,8,6899,172.304,894.295,881901,810.345
pratt4,115,8,4715,182.551,891.624,834529,768.267
pratt5,141,2,3520,485.493,896.115,983347,885.83
pratt5,141,2,8115,528.451,948.605,986777,939.894
pratt5,141,2,8647,502.018,916.724,977862,903.229
pratt5,141,2,9420,548.126,981.083,970842,961.83
pratt5,141,2,3116,505.889,891.273,854344,804.778
pratt5,141,2,6377,529.223,954.568,990897,948.089
pratt5,141,2,6207,533.917,944.411,964615,921.87
pratt5,141,2,4187,546.181,887.663,999697,886.864
pratt5,141,2,3641,535.123,937.913,996373,935.095
pratt5,141,2,8591,549.766,942.418,997976,940.435
pratt5,141,2,3580,557.31,979.605,982278,967.813
pratt5,141,2,8524,511.201,894.176,999458,893.295
pratt5,141,2,2650,509.348,905.554,999666,904.77
pratt5,141,2,2811,517.592,926.474,993073,921.83
pratt5,141,2,9963,538.886,925.174,998927,923.851
pratt5,141,2,7537,544.715,967.694,994190,963.455
pratt5,141,2,3472,540.752,1038.61,998462,1037.05
pratt5,141,2,3714,539.295,977.783,999644,976.969
pratt5,141,2,8158,531.88,909.768,980434,896.993
pratt5,141,2,7284,514.904,924.83,996415,922.103
pratt5,141,2,6948,526.552,903.717,981449,891.786
pratt5,141,2,6119,518.876,900.906,992925,896.064
pratt5,141,2,5253,494.913,869.465,983330,859.022
pratt5,141,2,5134,551.94,931.586,941982,893.913
pratt5,141,2,7350,514.484,914.719,984659,904.902
pratt5,141,2,2652,514.625,955.155,987513,947.203
pratt5,141,2,9968,527.3,910.436,997184,908.204
pratt5,141,2,3914,542.889,942.833,997309,940.587
pratt5,141,2,6899,504.715,944.903,992091,939.704
pratt5,141,2,4715,541.388,930.566,995542,927.139
pratt5,141,4,3520,337.33,1077.18,987494,1066.84
pratt5,141,4,8115,334.559,1110.89,983340,1097.58
pratt5,141,4,8647,314.344,1028.44,997488,1025.99
pratt5,141,4,9420,319.28,1000.57,980967,986.178
pratt5,141,4,3116,319.444,1033.71,996041,1030.25
pratt5,141,4,6377,317.302,1051.6,987474,1041.94
pratt5,141,4,6207,332.11,1084.01,994357,1079.06
pratt5,141,4,4187,330.795,1032.34,997353,1029.66
pratt5,141,4,3641,361.047,1120.09,848359,995.419
pratt5,141,4,8591,346.194,1006.36,933766,954.424
pratt5,141,4,3580,323.02,1092.44,991536,1085.56
pratt5,141,4,8524,325.348,1042.04,999970,1041.28
pratt5,141,4,2650,333.804,1079.3,992775,1073.16
pratt5,141,4,2811,318.941,1051.06,999337,1049.95
pratt5,141,4,9963,332.708,1065.02,973570,1044.57
pratt5,141,4,7537,350.143,1103.17,998357,1101.15
pratt5,141,4,3472,332.831,1052.34,968200,1027.51
pratt5,141,4,3714,333.029,1081.75,992549,1075.42
pratt5,141,4,8158,325.699,1048.02,985014,1036.24
pratt5,141,4,7284,311.449,1083.89,998103,1081.91
pratt5,141,4,6948,328.759,1040.53,994175,1035.6
pratt5,141,4,6119,333.613,1026.81,969404,1003.16
pratt5,141,4,5253,331.969,1039.47,945843,998.31
pratt5,141,4,5134,324.882,1060.91,1000493,1060.6
pratt5,141,4,7350,335.019,1097.42,997184,1094.73
pratt5,141,4,2652,317.416,1021.39,980694,1006.73
pratt5,141,4,9968,328.777,1044.49,890082,961.469
pratt5,141,4,3914,326.444,1027.27,999578,1026.28
pratt5,141,4,6899,311.69,1013.66,995357,1009.84
pratt5,141,4,4715,341.567,1115.21,996067,1111.55
pratt5,141,8,3520,233.121,1298.92,988628,1286.66
pratt5,141,8,8115,232.097,1269.94,935820,1206.07
pratt5,141,8,8647,218.272,1216.51,997829,1213.56
pratt5,141,8,9420,226.007,1250.4,994922,1244.44
pratt5,141,8,3116,222.464,1275.91,993269,1268.75
pratt5,141,8,6377,217.865,1213.48,981842,1195.3
pratt5,141,8,6207,240.195,1299.92,909850,1208.07
pratt5,141,8,4187,235.989,1214.36,640958,857.537
pratt5,141,8,3641,237.413,1269.53,962993,1230.67
pratt5,141,8,8591,215.664,1165.43,992311,1157.49
pratt5,141,8,3580,229.551,1296.01,1000470,1295.56
pratt5,141,8,8524,224.473,1292.14,998012,1289.45
pratt5,141,8,2650,219.148,1243.85,1000565,1243.5
pratt5,141,8,2811,234.134,1277.37,995562,1272.07
pratt5,141,8,9963,223.262,1237.88,916002,1157.44
pratt5,141,8,7537,230.635,1266.08,938351,1204.33
pratt5,141,8,3472,219.965,1245.57,995683,1240.59
pratt5,141,8,3714,229.824,1240.86,985078,1225.38
pratt5,141,8,8158,227.71,1313.05,995685,1307.8
pratt5,141,8,7284,210.139,1220.83,988537,1209.37
pratt5,141,8,6948,225.638,1253.31,985488,1238.57
pratt5,141,8,6119,218.031,1220.18,987468,1207.7
pratt5,141,8,5253,229.884,1266.95,997254,1263.33
pratt5,141,8,5134,230.209,1287.33,996651,1283.13
pratt5,141,8,7350,218.345,1231.5,996338,1227.12
pratt5,141,8,2652,224.592,1258.17,973421,1232.13
pratt5,141,8,9968,225.212,1244.88,999324,1243.36
pratt5,141,8,3914,209.737,1220.54,996596,1216.63
pratt5,141,8,6899,221.016,1225.21,997144,1221.7
pratt5,141,8,4715,232.587,1270.97,998494,1268.55
warren1,59,2,3520,195.964,349.179,419368,181.495
warren1,59,2,8115,191.964,347.054,501516,196.724
warren1,59,2,8647,184.384,336.652,786594,280.487
warren1,59,2,9420,177.526,288.664,293525,114.428
warren1,59,2,3116,199.127,309.849,350513,141.511
warren1,59,2,6377,194.403,313.691,545678,197.22
