Instance,Edges,k,Seed,Objective,Total Time (s),Evals
warren1,59,2,3641,164.080054,28.94,7557
warren1,59,2,8591,164.040184,28.57,3868
warren1,59,2,3580,164.080054,28.271,5632
warren1,59,2,8524,164.341112,29.354,9240
warren1,59,2,2650,164.34463,28.364,5421
warren1,59,2,2811,164.341112,29.084,289
warren1,59,2,9963,164.080054,29.114,748
warren1,59,2,7537,164.080054,28.297,6032
warren1,59,2,3472,163.65983,28.442,11172
warren1,59,2,3714,164.080054,28.143,676
warren1,59,2,8158,164.080054,29.211,14127
warren1,59,2,7284,164.080054,29.606,5460
warren1,59,2,6948,164.043702,29.679,3033
warren1,59,2,6119,164.341112,27.517,8708
warren1,59,2,5253,164.080054,27.297,2199
warren1,59,2,5134,164.34463,28.268,3829
warren1,59,2,7350,164.080054,27.994,5200
warren1,59,2,2652,164.080054,28.437,13849
warren1,59,2,9968,164.080054,27.178,2876
warren1,59,2,3914,164.080054,27.365,2827
warren1,59,2,6899,164.801206,27.512,6435
warren1,59,2,4715,164.080054,28.26,3756
warren1,59,4,8115,85.522044,27.818,5352
warren1,59,4,3520,85.10182,28.155,7741
warren1,59,4,8647,85.97862,27.982,6291
warren1,59,4,9420,85.522044,27.502,267
warren1,59,4,3116,85.561914,29.114,1565
warren1,59,4,6377,84.840762,27.872,14889
warren1,59,4,6207,86.402362,28.004,7685
warren1,59,4,4187,85.257468,27.884,1240
warren1,59,4,3641,84.116092,28.798,14614
warren1,59,4,8591,85.561914,27.588,11605
warren1,59,4,3580,85.68121,28.848,8680
warren1,59,4,8524,85.260986,27.384,6714
warren1,59,4,2650,85.260986,28.837,2402
warren1,59,4,2811,85.982138,27.926,11620
warren1,59,4,9963,84.837244,27.596,11058
warren1,59,4,7537,85.93875,27.775,3271
warren1,59,4,3472,85.260986,27.883,513
warren1,59,4,3714,85.561914,27.702,7293
warren1,59,4,8158,87.54022,27.565,11878
warren1,59,4,7284,84.840762,28.321,12354
warren1,59,4,6948,84.840762,28.213,5954
warren1,59,4,6119,85.982138,27.401,4859
warren1,59,4,5253,86.398844,27.276,2318
warren1,59,4,5134,85.257468,27.602,1243
warren1,59,4,7350,85.257468,27.532,1830
warren1,59,4,2652,85.982138,28.478,1281
warren1,59,4,9968,85.522044,28.564,9433
warren1,59,4,3914,85.257468,28.09,9854
warren1,59,4,6899,86.398844,27.812,7527
warren1,59,4,4715,84.116092,28.645,3580
warren1,59,8,8115,50.058046,28.523,6143
warren1,59,8,3520,50.47827,28.715,13793
warren1,59,8,8647,50.782716,28.363,14209
warren1,59,8,9420,48.07974,29.043,589
warren1,59,8,3116,48.340798,29.463,1181
warren1,59,8,6377,49.221116,28.405,14584
warren1,59,8,6207,49.221116,28.338,13665
warren1,59,8,4187,50.058046,27.892,389
warren1,59,8,3641,50.782716,28.27,9050
warren1,59,8,8591,48.496446,27.694,8538
warren1,59,8,3580,49.637822,29.91,12032
warren1,59,8,8524,50.47827,28.495,1202
warren1,59,8,2650,48.07974,28.47,8710
warren1,59,8,2811,48.07974,27.698,14657
warren1,59,8,9963,51.195904,28.535,1514
warren1,59,8,7537,50.782716,27.812,2165
warren1,59,8,3472,50.058046,27.959,8522
warren1,59,8,3714,49.221116,28.976,6452
warren1,59,8,8158,50.779198,28.75,11982
warren1,59,8,7284,49.221116,28.86,2534
warren1,59,8,6948,50.782716,28.594,3577
warren1,59,8,6119,51.199422,28.009,5661
warren1,59,8,5253,50.47827,28.321,10310
warren1,59,8,5134,49.637822,28.198,8746
warren1,59,8,7350,50.779198,28.034,8308
warren1,59,8,2652,49.221116,28.448,11196
warren1,59,8,9968,47.619646,28.752,13928
warren1,59,8,3914,51.199422,28.059,13807
warren1,59,8,6899,48.761022,27.914,1130
warren1,59,8,4715,49.637822,28.002,927
warren2,85,2,8115,233.142004,54.846,11299
warren2,85,2,3520,233.605616,54.415,3004
warren2,85,2,8647,233.181874,54.513,12349
warren2,85,2,9420,234.022322,54.908,773
warren2,85,2,3116,233.605616,54.301,4585
warren2,85,2,6377,234.485934,54.918,2758
warren2,85,2,6207,233.602098,54.688,14022
warren2,85,2,4187,234.02584,55.324,12437
warren2,85,2,3641,233.142004,54.665,6809
warren2,85,2,8591,233.562228,53.478,3263
warren2,85,2,3580,234.022322,55.526,3696
warren2,85,2,8524,232.880946,54.687,11078
warren2,85,2,2650,234.022322,55.076,13192
warren2,85,2,2811,236.004146,54.208,4071
warren2,85,2,9963,233.102134,54.988,7456
warren2,85,2,7537,234.442546,54.53,8651
warren2,85,2,3472,233.605616,54.093,3637
warren2,85,2,3714,233.142004,54.161,1417
warren2,85,2,8158,233.602098,54.568,2841
warren2,85,2,7284,234.02584,56.045,1032
warren2,85,2,6948,233.55871,54.583,958
warren2,85,2,6119,232.880946,54.586,2865
warren2,85,2,5253,234.554806,54.808,8242
warren2,85,2,5134,234.022322,53.946,11349
warren2,85,2,7350,234.442546,54.133,6613
warren2,85,2,2652,234.439028,56.184,12509
warren2,85,2,9968,233.605616,53.736,5008
warren2,85,2,3914,234.743474,53.988,12602
warren2,85,2,6899,233.565746,54.408,14304
warren2,85,2,4715,233.605616,53.102,4411
warren2,85,4,8115,123.163384,55.144,7289
warren2,85,4,3520,123.583608,56.323,11790
warren2,85,4,8647,120.460408,55.126,330
warren2,85,4,9420,121.605302,56.539,8491
warren2,85,4,3116,120.000314,55.844,14821
warren2,85,4,6377,123.319032,56.627,4216
warren2,85,4,6207,121.561914,54.574,3337
warren2,85,4,4187,122.858938,54.245,3321
warren2,85,4,3641,121.300856,54.328,3843
warren2,85,4,8591,122.022008,56.303,11597
warren2,85,4,3580,122.438714,53.944,5278
warren2,85,4,8524,121.442618,55.667,8458
warren2,85,4,2650,121.138172,54.523,13891
warren2,85,4,2811,124.721466,55.039,12488
warren2,85,4,9963,122.022008,54.397,11432
warren2,85,4,7537,124.043702,54.739,3285
warren2,85,4,3472,124.460408,54.502,14036
warren2,85,4,3714,120.420538,54.957,12124
warren2,85,4,8158,122.898808,54.883,12217
warren2,85,4,7284,121.605302,54.049,13444
warren2,85,4,6948,122.01849,55.521,10207
warren2,85,4,6119,121.605302,54.735,5920
warren2,85,4,5253,122.442232,53.915,3345
warren2,85,4,5134,124.877114,54.664,12972
warren2,85,4,7350,123.163384,55.17,6610
warren2,85,4,2652,121.605302,54.217,7864
warren2,85,4,9968,123.163384,53.876,5825
warren2,85,4,3914,124.301242,54.044,9908
warren2,85,4,6899,124.460408,54.882,7580
warren2,85,4,4715,122.022008,53.627,351
warren2,85,8,8115,70.779198,57.231,12685
warren2,85,8,3520,70.362492,54.578,7526
warren2,85,8,8647,70.822586,56.575,6805
warren2,85,8,9420,71.655998,54.99,13444
warren2,85,8,3116,71.920574,54.912,4193
warren2,85,8,6377,70.362492,54.785,12382
warren2,85,8,6207,70.822586,54.945,7877
warren2,85,8,4187,72.380668,54.93,2865
warren2,85,8,3641,66.779198,55.638,3047
warren2,85,8,8591,68.800892,54.768,2245
warren2,85,8,3580,69.217598,60.799,14863
warren2,85,8,8524,69.93875,56.346,3132
warren2,85,8,2650,70.779198,54.375,10809
warren2,85,8,2811,70.362492,56.483,46
warren2,85,8,9963,71.960444,56.005,10387
warren2,85,8,7537,69.221116,55.2,2628
warren2,85,8,3472,68.800892,54.513,8865
warren2,85,8,3714,70.779198,55.973,2945
warren2,85,8,8158,69.942268,55.19,9448
warren2,85,8,7284,69.942268,56.673,11068
warren2,85,8,6948,72.797374,54.353,6616
warren2,85,8,6119,68.800892,55.041,998
warren2,85,8,5253,72.384186,55.454,3815
warren2,85,8,5134,73.217598,55.262,2834
warren2,85,8,7350,73.518526,56.029,8333
warren2,85,8,2652,70.782716,55.874,12712
warren2,85,8,9968,72.07974,56.462,4513
warren2,85,8,3914,70.097916,56.352,4884
warren2,85,8,6899,73.10182,57.08,11239
warren2,85,8,4715,70.822586,58.495,5332
warren3,111,2,8115,303.96459,85.513,948
warren3,111,2,3520,304.384814,85.857,3044
warren3,111,2,8647,302.823214,84.792,5986
warren3,111,2,9420,302.823214,85.428,6212
warren3,111,2,3116,303.96459,87.36,1393
warren3,111,2,6377,303.660144,86.503,4192
warren3,111,2,6207,303.961072,85.422,571
warren3,111,2,4187,303.243438,87.233,10008
warren3,111,2,3641,304.384814,86.49,8852
warren3,111,2,8591,302.823214,86.066,1484
warren3,111,2,3580,303.544366,85.958,1265
warren3,111,2,8524,303.656626,87.127,14030
warren3,111,2,2650,303.700014,85.878,4099
warren3,111,2,2811,304.80152,85.901,10938
warren3,111,2,9963,301.63845,87.053,7654
warren3,111,2,7537,305.67832,85.293,1639
warren3,111,2,3472,303.131178,84.46,5913
warren3,111,2,3714,304.428202,85.417,10975
warren3,111,2,8158,305.38091,86.924,4935
warren3,111,2,7284,305.261614,85.857,2763
warren3,111,2,6948,303.544366,85.353,10458
warren3,111,2,6119,303.96459,84.769,474
warren3,111,2,5253,304.424684,85.02,5992
warren3,111,2,5134,303.663662,84.932,6032
warren3,111,2,7350,305.681838,87.264,902
warren3,111,2,2652,305.265132,85.287,3211
warren3,111,2,9968,304.84139,85.585,6648
warren3,111,2,3914,303.23992,85.669,11794
warren3,111,2,6899,303.23992,84.712,4674
warren3,111,2,4715,305.261614,85.01,5713
warren3,111,4,8115,156.761336,85.818,8447
warren3,111,4,3520,162.366324,86.442,1407
warren3,111,4,8647,161.486006,85.17,4537
warren3,111,4,9420,161.22143,85.736,2102
warren3,111,4,3116,160.301242,85.657,7192
warren3,111,4,6377,161.641654,85.794,8498
warren3,111,4,6207,162.05836,86.009,2628
warren3,111,4,4187,161.22143,85.932,2883
warren3,111,4,3641,160.341112,86.671,14567
warren3,111,4,8591,161.22143,86.281,2681
warren3,111,4,3580,158.061878,87.6,4665
warren3,111,4,8524,156.913466,85.963,2862
warren3,111,4,2650,159.203254,86.488,2921
warren3,111,4,2811,161.22143,86.597,14215
warren3,111,4,9963,160.801206,87.631,5205
warren3,111,4,7537,160.804724,88.455,6734
warren3,111,4,3472,158.521972,86.375,1392
warren3,111,4,3714,158.78303,85.18,11842
warren3,111,4,8158,158.78303,85.955,4021
warren3,111,4,7284,162.362806,85.689,5244
warren3,111,4,6948,161.22143,85.172,6965
warren3,111,4,6119,161.18156,86.957,650
warren3,111,4,5253,158.319418,84.549,1247
warren3,111,4,5134,161.638136,85.062,6703
warren3,111,4,7350,158.362806,85.661,14009
warren3,111,4,2652,160.500278,86.008,3913
warren3,111,4,9968,161.22143,86.262,13948
warren3,111,4,3914,155.206772,85.73,2414
warren3,111,4,6899,159.924406,86.446,5806
warren3,111,4,4715,160.34463,87.298,4086
warren3,111,8,8115,91.963962,86.31,8775
warren3,111,8,3520,91.960444,86.739,4477
warren3,111,8,8647,91.956926,88.95,10100
warren3,111,8,9420,89.93875,88.028,6180
warren3,111,8,3116,91.960444,85.836,12211
warren3,111,8,6377,95.543738,88.801,1226
warren3,111,8,6207,92.116092,86.76,13789
warren3,111,8,4187,90.822586,88.864,12938
warren3,111,8,3641,92.840762,88.095,13116
warren3,111,8,8591,93.10182,90.523,13599
warren3,111,8,3580,93.565432,88.375,13291
warren3,111,8,8524,92.80441,88.275,4521
warren3,111,8,2650,92.840762,86.244,4535
warren3,111,8,2811,92.840762,86.847,12913
warren3,111,8,9963,92.800892,86.738,10300
warren3,111,8,7537,94.398844,86.638,5302
warren3,111,8,3472,90.402362,87.441,14625
warren3,111,8,3714,92.373632,89.115,1925
warren3,111,8,8158,92.840762,87.271,6114
warren3,111,8,7284,92.797374,87.087,11961
warren3,111,8,6948,93.677692,89.7,8691
warren3,111,8,6119,92.840762,87.813,10818
warren3,111,8,5253,94.819068,93.66,5457
warren3,111,8,5134,94.398844,87.723,9527
warren3,111,8,7350,91.543738,87.4,5949
warren3,111,8,2652,91.239292,86.99,10735
warren3,111,8,9968,93.982138,87.364,3680
warren3,111,8,3914,94.402362,86.926,12238
warren3,111,8,6899,93.677692,86.952,991
warren3,111,8,4715,94.402362,86.154,3431
warren4,137,2,8115,375.624106,130.131,10653
warren4,137,2,3520,375.203882,129.115,2993
warren4,137,2,8647,374.902954,128.75,12171
warren4,137,2,9420,377.642282,130.061,9895
warren4,137,2,3116,377.182188,129.314,11513
warren4,137,2,6377,376.461036,129.389,14994
warren4,137,2,6207,379.203882,129.706,3234
warren4,137,2,4187,375.203882,127.107,12327
warren4,137,2,3641,371.624106,130.335,11891
warren4,137,2,8591,376.040812,128.39,5637
warren4,137,2,3580,375.624106,128.343,2527
warren4,137,2,8524,376.087718,129.506,7888
warren4,137,2,2650,374.323564,128.015,10000
warren4,137,2,2811,375.203882,128.511,1764
warren4,137,2,9963,378.475694,128.755,7261
warren4,137,2,7537,375.203882,129.382,8901
warren4,137,2,3472,375.624106,130.094,14252
warren4,137,2,3714,376.345258,127.834,10079
warren4,137,2,8158,375.620588,127.805,5596
warren4,137,2,7284,377.6458,130.632,12809
warren4,137,2,6948,375.624106,130.953,1345
warren4,137,2,6119,374.743788,130.395,5726
warren4,137,2,5253,373.6458,128.652,13322
warren4,137,2,5134,377.182188,127.534,12294
warren4,137,2,7350,377.602412,129.403,11791
warren4,137,2,2652,377.90334,130.34,7372
warren4,137,2,9968,375.31966,128.922,6458
warren4,137,2,3914,375.203882,128.233,7316
warren4,137,2,6899,372.765482,131.238,3194
warren4,137,2,4715,374.066024,130.317,9865
warren4,137,4,8115,195.236088,128.929,4180
warren4,137,4,3520,197.142004,129.719,861
warren4,137,4,8647,198.8229,129.537,11764
warren4,137,4,9420,197.982452,129.672,1059
warren4,137,4,3116,197.681524,131.443,14660
warren4,137,4,6377,199.960758,130.194,6607
warren4,137,4,6207,198.815864,133.52,2235
warren4,137,4,4187,198.779512,130.211,7931
warren4,137,4,3641,195.964276,133.213,12809
warren4,137,4,8591,195.960758,133.996,5456
warren4,137,4,3580,193.982452,134.014,9523
warren4,137,4,8524,197.562228,133.133,12511
warren4,137,4,2650,199.54757,131.734,5837
warren4,137,4,2811,196.960372,130.782,1558
warren4,137,4,9963,199.540534,130.826,6091
warren4,137,4,7537,198.826418,130.615,8774
warren4,137,4,3472,198.09823,133.118,9352
warren4,137,4,3714,199.544052,135.238,6330
warren4,137,4,8158,199.123828,131.549,8777
warren4,137,4,7284,197.2613,131.871,8946
warren4,137,4,6948,196.804724,130.952,11447
warren4,137,4,6119,199.54757,131.571,4181
warren4,137,4,5253,194.402676,133.333,13517
warren4,137,4,5134,198.35577,131.274,3525
warren4,137,4,7350,196.797688,134.876,13151
warren4,137,4,2652,199.964276,132.007,8932
warren4,137,4,9968,194.558324,130.253,9561
warren4,137,4,3914,194.402676,131.111,6247
warren4,137,4,6899,193.678006,129.534,2448
warren4,137,4,4715,197.2613,133.41,4618
warren4,137,8,8115,113.257468,130.934,3101
warren4,137,8,3520,112.000314,130.902,6571
warren4,137,8,8647,113.982138,130.417,13431
warren4,137,8,9420,116.88415,130.659,10256
warren4,137,8,3116,113.558396,132.288,7284
warren4,137,8,6377,116.41702,128.947,4253
warren4,137,8,6207,112.420538,131.853,3733
warren4,137,8,4187,113.982138,131.157,11443
warren4,137,8,3641,115.28268,129.383,293
warren4,137,8,8591,112.424056,130.13,14836
warren4,137,8,3580,115.58009,130.399,7331
warren4,137,8,8524,115.279162,132.372,4354
warren4,137,8,2650,112.301242,131.358,6485
warren4,137,8,2811,117.561914,131.509,8063
warren4,137,8,9963,115.543738,129.378,5528
warren4,137,8,7537,115.841148,132.318,9449
warren4,137,8,3472,112.880632,130.933,411
warren4,137,8,3714,113.982138,130.09,10450
warren4,137,8,8158,111.699386,131.165,7847
warren4,137,8,7284,113.97862,130.946,13369
warren4,137,8,6948,116.003832,130.063,11193
warren4,137,8,6119,116.420538,131.391,10925
warren4,137,8,5253,114.70329,131.027,8588
warren4,137,8,5134,114.438714,132.379,2266
warren4,137,8,7350,116.00735,131.23,8430
warren4,137,8,2652,115.583608,130.159,12106
warren4,137,8,9968,113.982138,131.435,2827
warren4,137,8,3914,113.145208,129.983,10606
warren4,137,8,6899,113.982138,131.632,4476
warren4,137,8,4715,114.01849,130.434,13591
warren5,163,2,8115,444.004774,174.849,9083
warren5,163,2,3520,451.167844,172.759,4138
warren5,163,2,8647,445.559338,174.401,12018
warren5,163,2,9420,447.323492,174.027,9635
warren5,163,2,3116,449.566374,177.406,11345
warren5,163,2,6377,446.866916,175.843,5050
warren5,163,2,6207,447.58455,174.531,5918
warren5,163,2,4187,448.725926,176.634,9697
warren5,163,2,3641,450.029986,176.409,5342
warren5,163,2,8591,448.729444,177.23,9873
warren5,163,2,3580,452.004774,175.312,3682
warren5,163,2,8524,450.443174,174.027,7721
warren5,163,2,2650,445.566374,180.548,12300
warren5,163,2,2811,446.399786,190.138,4662
warren5,163,2,9963,448.004774,200.39,3277
warren5,163,2,7537,448.001256,193.872,14348
warren5,163,2,3472,451.283622,190.815,2830
warren5,163,2,3714,449.566374,191.898,11477
warren5,163,2,8158,446.979176,195.527,4380
warren5,163,2,7284,445.14615,187.561,10391
warren5,163,2,6948,451.588068,187.835,10134
warren5,163,2,6119,449.25841,191.216,14616
warren5,163,2,5253,447.588068,194.401,14479
warren5,163,2,5134,444.424998,193.099,13733
warren5,163,2,7350,449.722022,191.372,8270
warren5,163,2,2652,447.167844,197.284,1065
warren5,163,2,9968,447.283622,197.263,1819
warren5,163,2,3914,449.301798,195.392,9244
warren5,163,2,6899,448.88861,195.323,14372
warren5,163,2,4715,445.14615,195.634,7741
warren5,163,4,8115,232.457204,191.407,8148
warren5,163,4,3520,235.62731,194.285,2208
warren5,163,4,8647,234.439028,193.459,10123
warren5,163,4,9420,236.460722,190.587,5904
warren5,163,4,3116,236.460722,187.566,4620
warren5,163,4,6377,236.417334,186.981,12266
warren5,163,4,6207,234.018804,184.468,4822
warren5,163,4,4187,229.145522,184.864,14934
warren5,163,4,3641,237.717876,185.301,12291
warren5,163,4,8591,231.580404,183.697,6166
warren5,163,4,3580,229.982452,185.039,5706
warren5,163,4,8524,238.022322,192.51,5123
warren5,163,4,2650,229.982452,196.192,14150
warren5,163,4,2811,234.022322,197.085,14051
warren5,163,4,9963,239.167216,196.332,13531
warren5,163,4,7537,236.004146,190.14,3986
warren5,163,4,3472,240.044016,189.704,2550
warren5,163,4,3714,237.982452,194.827,5058
warren5,163,4,8158,234.442546,181.808,434
warren5,163,4,7284,232.837558,184.767,3110
warren5,163,4,6948,234.442546,184.177,14822
warren5,163,4,6119,232.467758,185.988,5961
warren5,163,4,5253,232.420852,182.926,12462
warren5,163,4,5134,236.004146,184.288,2081
warren5,163,4,7350,237.142004,188.181,8571
warren5,163,4,2652,235.84498,178.106,11823
warren5,163,4,9968,235.580404,185.327,10010
warren5,163,4,3914,237.297652,181.467,148
warren5,163,4,6899,235.580404,180.015,9304
warren5,163,4,4715,239.540534,180.251,8925
warren5,163,8,8115,137.561914,188.749,7108
warren5,163,8,3520,138.01849,186.128,13070
warren5,163,8,8647,138.739642,194.862,12756
warren5,163,8,9420,135.159866,202.173,10253
warren5,163,8,3116,139.58009,197.96,9225
warren5,163,8,6377,135.159866,194.255,11189
warren5,163,8,6207,136.880632,193.717,9923
warren5,163,8,4187,136.724984,194.106,1709
warren5,163,8,3641,139.163384,198.448,10325
warren5,163,8,8591,133.297338,195.603,4787
warren5,163,8,3580,136.30476,197.033,1040
warren5,163,8,8524,136.724984,199.867,6562
warren5,163,8,2650,133.558396,195.681,4354
warren5,163,8,2811,129.97862,198.417,4602
warren5,163,8,9963,137.561914,190.096,1614
warren5,163,8,7537,135.58009,196.949,7809
warren5,163,8,3472,138.022008,196.05,1541
warren5,163,8,3714,136.000314,192.902,8931
warren5,163,8,8158,138.739642,192.222,2081
warren5,163,8,7284,139.159866,188.707,2401
warren5,163,8,6948,137.185078,189.091,3198
warren5,163,8,6119,134.326454,186.078,8134
warren5,163,8,5253,137.558396,187.688,14513
warren5,163,8,5134,137.601784,189.927,216
warren5,163,8,7350,138.746678,186.91,4316
warren5,163,8,2652,138.74316,189.434,7691
warren5,163,8,9968,134.022008,185.933,8056
warren5,163,8,3914,132.003832,188.212,14294
warren5,163,8,6899,136.721466,188.638,10452
warren5,163,8,4715,134.74316,194.048,13225